section,scenario_id,window_days,threshold_name,treatment_column,outcome_column,availability_column,stratum,subgroup_variable,subgroup_level,placebo_outcome,adjustment_columns,n,treated_count,control_count,outcome_event_count,scenario_status,estimator,preferred,estimator_status,estimate,treated_mean,control_mean,matched_pairs,matched_retention,effective_sample_size,common_support_outside_share,max_abs_smd_after_weighting,poor_overlap,skip_reason,notes
module_presentation,module_BBB_2013B,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,BBB_2013B,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1609,811,798,803,success,stabilized_iptw,False,success,0.3118300275740398,0.6537265425445945,0.3418965149705547,,,1531.2310216917515,0.0074580484773151025,0.057654308999682984,True,,stabilized IPTW Hajek-style weighted mean contrast; no default truncation
module_presentation,module_BBB_2013B,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,BBB_2013B,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1609,811,798,803,success,aipw,True,success,0.31260876427115647,0.6538106504807027,0.3412018862095462,,,1531.2310216917515,0.0074580484773151025,0.057654308999682984,True,,doubly robust AIPW estimator using propensity and separate outcome nuisance models
module_presentation,module_BBB_2013J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,BBB_2013J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1855,931,924,1072,success,regression_adjustment,False,success,0.22522113295497354,0.6901202100630099,0.4648990771080364,,,1744.9659174515484,0.005929919137466307,0.054687080022465376,False,,mean predicted potential outcome under separate logistic outcome regressions
module_presentation,module_BBB_2013J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,BBB_2013J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1855,931,924,1072,success,stabilized_iptw,False,success,0.22224349551591605,0.6884767081127677,0.4662332125968517,,,1744.9659174515484,0.005929919137466307,0.054687080022465376,False,,stabilized IPTW Hajek-style weighted mean contrast; no default truncation
module_presentation,module_BBB_2013J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,BBB_2013J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1855,931,924,1072,success,aipw,True,success,0.22264087080017353,0.6885827845287159,0.4659419137285424,,,1744.9659174515484,0.005929919137466307,0.054687080022465376,False,,doubly robust AIPW estimator using propensity and separate outcome nuisance models
module_presentation,module_BBB_2014B,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,BBB_2014B,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1294,647,647,727,success,regression_adjustment,False,success,0.19698626776001066,0.6573986226191452,0.4604123548591345,,,1208.5124140014118,0.008500772797527048,0.06391673782360546,False,,mean predicted potential outcome under separate logistic outcome regressions
module_presentation,module_BBB_2014B,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,BBB_2014B,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1294,647,647,727,success,stabilized_iptw,False,success,0.19380482340918598,0.655724205574516,0.4619193821653301,,,1208.5124140014118,0.008500772797527048,0.06391673782360546,False,,stabilized IPTW Hajek-style weighted mean contrast; no default truncation
module_presentation,module_BBB_2014B,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,BBB_2014B,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1294,647,647,727,success,aipw,True,success,0.19446022681141448,0.6559339290817907,0.4614737022703763,,,1208.5124140014118,0.008500772797527048,0.06391673782360546,False,,doubly robust AIPW estimator using propensity and separate outcome nuisance models
module_presentation,module_BBB_2014J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,BBB_2014J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1810,912,898,1152,success,regression_adjustment,False,success,0.15863788154846803,0.7160632874120059,0.5574254058635378,,,1619.9910004719814,0.01712707182320442,0.03280027244792799,True,,mean predicted potential outcome under separate logistic outcome regressions
module_presentation,module_BBB_2014J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,BBB_2014J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1810,912,898,1152,success,stabilized_iptw,False,success,0.1591897620350018,0.7158746705023745,0.5566849084673727,,,1619.9910004719814,0.01712707182320442,0.03280027244792799,True,,stabilized IPTW Hajek-style weighted mean contrast; no default truncation
module_presentation,module_BBB_2014J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,BBB_2014J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1810,912,898,1152,success,aipw,True,success,0.16004550996584777,0.7167886665710412,0.5567431566051934,,,1619.9910004719814,0.01712707182320442,0.03280027244792799,True,,doubly robust AIPW estimator using propensity and separate outcome nuisance models
module_presentation,module_CCC_2014B,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,CCC_2014B,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1592,799,793,663,success,regression_adjustment,False,success,0.2855816748998727,0.5640582119960759,0.2784765370962032,,,1529.9481692341053,0.001256281407035176,0.01770156466493304,False,,mean predicted potential outcome under separate logistic outcome regressions
module_presentation,module_CCC_2014B,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,CCC_2014B,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1592,799,793,663,success,stabilized_iptw,False,success,0.2835132235193332,0.5638575863215189,0.2803443628021857,,,1529.9481692341053,0.001256281407035176,0.01770156466493304,False,,stabilized IPTW Hajek-style weighted mean contrast; no default truncation
module_presentation,module_CCC_2014B,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,CCC_2014B,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1592,799,793,663,success,aipw,True,success,0.2836855702147285,0.5635383212818154,0.2798527510670869,,,1529.9481692341053,0.001256281407035176,0.01770156466493304,False,,doubly robust AIPW estimator using propensity and separate outcome nuisance models
module_presentation,module_CCC_2014J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,CCC_2014J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,2084,1045,1039,1015,success,regression_adjustment,False,success,0.2568943975763462,0.6088811114384214,0.3519867138620752,,,1904.189077380938,0.003838771593090211,0.030967137550565214,True,,mean predicted potential outcome under separate logistic outcome regressions
module_presentation,module_CCC_2014J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,CCC_2014J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,2084,1045,1039,1015,success,stabilized_iptw,False,success,0.259740559793707,0.6080402237178809,0.3482996639241739,,,1904.189077380938,0.003838771593090211,0.030967137550565214,True,,stabilized IPTW Hajek-style weighted mean contrast; no default truncation
module_presentation,module_CCC_2014J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,CCC_2014J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,2084,1045,1039,1015,success,aipw,True,success,0.25883008592752244,0.6086044620136757,0.3497743760861533,,,1904.189077380938,0.003838771593090211,0.030967137550565214,True,,doubly robust AIPW estimator using propensity and separate outcome nuisance models
module_presentation,module_DDD_2013B,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,DDD_2013B,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1200,600,600,510,success,regression_adjustment,False,success,0.22928481763434055,0.5421042384728304,0.31281942083848985,,,1086.3838260455543,0.014166666666666666,0.05784874371779439,True,,mean predicted potential outcome under separate logistic outcome regressions
module_presentation,module_DDD_2013B,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,DDD_2013B,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1200,600,600,510,success,stabilized_iptw,False,success,0.2285398659572634,0.5434005797537341,0.31486071379647074,,,1086.3838260455543,0.014166666666666666,0.05784874371779439,True,,stabilized IPTW Hajek-style weighted mean contrast; no default truncation
module_presentation,module_DDD_2013B,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,DDD_2013B,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1200,600,600,510,success,aipw,True,success,0.22531101724591612,0.5411141657625427,0.31580314851662666,,,1086.3838260455543,0.014166666666666666,0.05784874371779439,True,,doubly robust AIPW estimator using propensity and separate outcome nuisance models
module_presentation,module_DDD_2013J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,DDD_2013J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1679,848,831,829,success,regression_adjustment,False,success,0.24341375001553395,0.6077540249247052,0.36434027490917126,,,1504.2974561037352,0.008338296605122097,0.08505184866559228,True,,mean predicted potential outcome under separate logistic outcome regressions
module_presentation,module_DDD_2013J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,DDD_2013J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1679,848,831,829,success,stabilized_iptw,False,success,0.23921486404613662,0.603231893203418,0.36401702915728135,,,1504.2974561037352,0.008338296605122097,0.08505184866559228,True,,stabilized IPTW Hajek-style weighted mean contrast; no default truncation
module_presentation,module_DDD_2013J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,DDD_2013J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1679,848,831,829,success,aipw,True,success,0.24328990300664552,0.6090949928943082,0.3658050898876627,,,1504.2974561037352,0.008338296605122097,0.08505184866559228,True,,doubly robust AIPW estimator using propensity and separate outcome nuisance models
module_presentation,module_DDD_2014B,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,DDD_2014B,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1053,529,524,479,success,regression_adjustment,False,success,0.2407796053827147,0.5794811374128966,0.33870153203018194,,,919.7499924895147,0.016144349477682812,0.11619149378391724,True,,mean predicted potential outcome under separate logistic outcome regressions
module_presentation,module_DDD_2014B,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,DDD_2014B,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1053,529,524,479,success,stabilized_iptw,False,success,0.23783930238522955,0.5749229952253091,0.33708369284007955,,,919.7499924895147,0.016144349477682812,0.11619149378391724,True,,stabilized IPTW Hajek-style weighted mean contrast; no default truncation
module_presentation,module_DDD_2014B,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,DDD_2014B,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1053,529,524,479,success,aipw,True,success,0.23825503418177746,0.5764852693067247,0.33823023512494726,,,919.7499924895147,0.016144349477682812,0.11619149378391724,True,,doubly robust AIPW estimator using propensity and separate outcome nuisance models
module_presentation,module_DDD_2014J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,DDD_2014J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1481,754,727,792,success,regression_adjustment,False,success,0.22790622296996677,0.6423564523656747,0.41445022939570797,,,1316.08582659561,0.002025658338960162,0.04810289772763588,False,,mean predicted potential outcome under separate logistic outcome regressions
module_presentation,module_DDD_2014J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,DDD_2014J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1481,754,727,792,success,stabilized_iptw,False,success,0.23016879620575698,0.6471691588848963,0.41700036267913937,,,1316.08582659561,0.002025658338960162,0.04810289772763588,False,,stabilized IPTW Hajek-style weighted mean contrast; no default truncation
module_presentation,module_DDD_2014J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,DDD_2014J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1481,754,727,792,success,aipw,True,success,0.23348099014665136,0.6485482556215246,0.41506726547487316,,,1316.08582659561,0.002025658338960162,0.04810289772763588,False,,doubly robust AIPW estimator using propensity and separate outcome nuisance models
module_presentation,module_EEE_2013J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,EEE_2013J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,935,469,466,609,success,regression_adjustment,False,success,0.2542963241497197,0.7829196467904633,0.5286233226407436,,,885.7119650871862,0.006417112299465241,0.07882162883741546,True,,mean predicted potential outcome under separate logistic outcome regressions
module_presentation,module_EEE_2013J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,EEE_2013J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,935,469,466,609,success,stabilized_iptw,False,success,0.2557389763302137,0.7867706286446864,0.5310316523144727,,,885.7119650871862,0.006417112299465241,0.07882162883741546,True,,stabilized IPTW Hajek-style weighted mean contrast; no default truncation
module_presentation,module_EEE_2013J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,EEE_2013J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,935,469,466,609,success,aipw,True,success,0.25288911988963403,0.7840270462816245,0.5311379263919904,,,885.7119650871862,0.006417112299465241,0.07882162883741546,True,,doubly robust AIPW estimator using propensity and separate outcome nuisance models
module_presentation,module_EEE_2014B,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,EEE_2014B,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,614,307,307,357,success,regression_adjustment,False,success,0.26430200616028593,0.7181521868671439,0.45385018070685795,,,547.7725376578314,0.011400651465798045,0.08124808613423092,True,,mean predicted potential outcome under separate logistic outcome regressions
module_presentation,module_EEE_2014B,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,EEE_2014B,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,614,307,307,357,success,stabilized_iptw,False,success,0.2624074932986981,0.7168776609751397,0.4544701676764416,,,547.7725376578314,0.011400651465798045,0.08124808613423092,True,,stabilized IPTW Hajek-style weighted mean contrast; no default truncation
module_presentation,module_EEE_2014B,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,EEE_2014B,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,614,307,307,357,success,aipw,True,success,0.2639865901068522,0.7180309473407706,0.45404435723391834,,,547.7725376578314,0.011400651465798045,0.08124808613423092,True,,doubly robust AIPW estimator using propensity and separate outcome nuisance models
module_presentation,module_EEE_2014J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,EEE_2014J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1029,515,514,684,success,regression_adjustment,False,success,0.28584942798095503,0.8055682612098007,0.5197188332288457,,,955.6641365689478,0.012633624878522837,0.04505889297808095,False,,mean predicted potential outcome under separate logistic outcome regressions
module_presentation,module_EEE_2014J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,EEE_2014J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1029,515,514,684,success,stabilized_iptw,False,success,0.2784600539769524,0.7998342983792055,0.5213742444022531,,,955.6641365689478,0.012633624878522837,0.04505889297808095,False,,stabilized IPTW Hajek-style weighted mean contrast; no default truncation
module_presentation,module_EEE_2014J,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,EEE_2014J,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1029,515,514,684,success,aipw,True,success,0.28516153992855536,0.8037650020798046,0.5186034621512492,,,955.6641365689478,0.012633624878522837,0.04505889297808095,False,,doubly robust AIPW estimator using propensity and separate outcome nuisance models
module_presentation,module_FFF_2013B,14,median,treatment_high_engagement_14d_median,outcome_success,treatment_available_14d,FFF_2013B,,,,baseline_gender|baseline_region|baseline_age_band|baseline_highest_education|baseline_imd_band|baseline_disability|baseline_num_of_prev_attempts|baseline_studied_credits|baseline_date_registration|baseline_missing_date_registration|baseline_registered_before_start|baseline_module_presentation_length|early_assessment_count_14d|early_assessment_weight_14d|early_assessment_cma_count_14d|early_assessment_tma_count_14d|early_assessment_exam_count_14d,1521,762,759,782,success,regression_adjustment,False,success,0.2415835834943918,0.638433196064197,0.3968496125698052,,,1406.606445472569,0.006574621959237344,0.04050415514382669,True,,mean predicted potential outcome under separate logistic outcome regressions
